,Unnamed: 0,userid,number_of_logins,number_of_assignments,question_gradedright,question_complete,question_todo,question_gradedwrong,question_attempts,number_of_quizs,quiz_max_attempt,quiz_min_attempt,quiz_mean_attempt
12134,12134,13395,430,18,42,58,58,13,174,4,1,1,1
12135,12135,13396,132,6,17,30,30,12,90,1,1,1,1
12136,12136,13397,122,7,0,9,12,0,31,7,1,1,1
12137,12137,13398,307,19,69,85,79,1,242,5,1,1,1
12138,12138,13399,147,9,1,2,2,1,6,1,1,1,1
12148,12148,13409,91,11,9,29,39,4,97,4,2,1,1.2
12149,12149,13410,151,15,13,29,29,0,87,4,1,1,1
12150,12150,13411,108,8,11,29,29,2,87,4,1,1,1
12152,12152,13413,144,7,2,16,26,1,58,3,2,1,1.25
12153,12153,13414,136,11,12,29,30,2,89,5,1,1,1
12154,12154,13415,54,10,10,29,29,4,87,4,1,1,1
12155,12155,13416,273,14,16,34,34,1,102,5,2,1,1.166666667
12156,12156,13417,198,9,9,29,39,5,97,4,2,1,1.2
12157,12157,13418,237,14,22,47,47,10,141,5,2,1,1.166666667
12158,12158,13419,88,9,13,29,30,2,89,5,1,1,1
12159,12159,13420,145,13,13,29,30,2,89,5,1,1,1
12160,12160,13421,116,9,10,29,39,5,97,4,2,1,1.2
12161,12161,13422,181,10,17,40,39,4,118,4,2,1,1.2
12162,12162,13423,69,4,8,19,19,3,57,3,1,1,1
12163,12163,13424,135,18,38,67,61,9,189,6,1,1,1
12164,12164,13425,138,7,91,114,112,5,338,8.5,1,1,1
12165,12165,13426,129,14,66,81,80,4,241,6,1,1,1
12166,12166,13427,96,7,57,93,92,19,277,7,1,1,1
12167,12167,13428,146,11,15,34,41,5,109,4,1,1,1
12168,12168,13429,101,7,60,80,90,10,250,7,1,1,1
12169,12169,13430,90,15,87,124,128,13,367,8.5,2,1,1.090909091
12170,12170,13431,96,5,38,55,51,2,155,5,1,1,1
12171,12171,13432,103,7,75,100,101,15,301,8.5,1,1,1
12172,12172,13433,63,10,91,133,124,9,384,8.5,2,1,1.090909091
12173,12173,13434,301,6,80,103,102,7,307,8,1,1,1
12174,12174,13435,101,7,94,112,112,3,336,8.5,1,1,1
12175,12175,13436,179,12,95,114,121,2,347,8.5,2,1,1.1
12176,12176,13437,129,13,45,66,64,5,194,7,1,1,1
12177,12177,13438,235,20.5,30,41,40,10,121,1,1,1,1
12178,12178,13439,255,20.5,63,80,80,17,240,4,1,1,1
12179,12179,13440,304,20.5,110.5,133,134.5,18,399.5,3,2,1,1.25
12180,12180,13441,132,15,55,57,59,1,174,4,1,1,1
12182,12182,13443,333,20.5,10,20,20,10,60,1,1,1,1
12183,12183,13444,430,20,66,80,85,14,245,5,1,1,1
12187,12187,13448,247,15,26,42,45,10,132,3,1,1,1
12190,12190,13451,156,20.5,4,5,5,1,15,1,1,1,1
12191,12191,13452,265,20.5,16,20,20,4,60,1,1,1,1
12197,12197,13458,178,5,62,80,80,18,240,4,1,1,1
12198,12198,13459,230,15,4,5,10,1,20,1,2,1,1.416666668
12200,12200,13461,225,20.5,13,18,20,5,58,1,1,1,1
12206,12206,13467,97,12,26,30,30,4,90,1,1,1,1
12207,12207,13468,91,15,26,30,30,4,90,1,1,1,1
12208,12208,13469,116,16,26,30,30,4,90,1,1,1,1
12209,12209,13470,123,13,14,28,30,14,88,1,1,1,1
12214,12214,13475,91,18,26,30,30,4,90,1,1,1,1
12217,12217,13478,179,17,33,46,40,7,126,1,1,1,1
12219,12219,13480,330,20,61,72,72,8,216,3,2,1,1.4
12221,12221,13482,119,12,40,40,40,0,120,1,1,1,1
12224,12224,13485,85,13,18,30,30,12,90,1,1,1,1
12226,12226,13487,79,9,16,30,30,14,90,1,1,1,1
12229,12229,13490,132,10,24,41,38,14,117,1,1,1,1
12230,12230,13491,126,15,17,30,30,13,90,1,1,1,1
12231,12231,13492,97,20.5,22,30,30,8,90,1,1,1,1
12232,12232,13493,83,20.5,22,30,30,8,90,1,1,1,1
12233,12233,13494,80,17,27,30,30,3,90,1,1,1,1
12241,12241,13502,135,10,4,13,18,5,40,1,2,1,1.416666668
12247,12247,13508,293,20,29,42,42,11,126,3,1,1,1
12248,12248,13509,66,8,0,2,1,0,4,1,1,1,1
12249,12249,13510,62,6,0,1,1,0,3,1,1,1,1
12250,12250,13511,183,13,47,58,58,8,174,4,1,1,1
12251,12251,13512,110,20.5,21,37,37,12,113,4,1,1,1
12253,12253,13514,124,8,56,80,80,23.5,240,4,1,1,1
12254,12254,13515,28,3,0,1,1,0,3,1,1,1,1
12256,12256,13517,106,2,22,42,50,19,142,2,1,1,1
12257,12257,13518,77,6,0,4,5,0,12,3,2,1,1.4
12258,12258,13519,82,8,0,2,4,0,9,3,1,1,1
12259,12259,13520,278,17,80,123,124,23.5,370,6,2,1,1.25
12260,12260,13521,45,5,7,12,11,2,33,1,1,1,1
12263,12263,13524,39,6,61,66,70,5,206,2,2,1,1.333333333
12264,12264,13525,84,4,46,50,50,4,150,2,1,1,1
12267,12267,13528,60,8,45,50,50,5,150,2,1,1,1
12268,12268,13529,113,4,20,28,30,7,88,1,1,1,1
12275,12275,13536,77,2,9,9,18,0,36,1,2,1,1.416666668
12276,12276,13537,81,2,7,9,9,2,27,1,1,1,1
12278,12278,13539,71,2,7,9,9,2,27,1,1,1,1
12285,12285,13546,132,20.5,4,18,18,14,54,1,2,1,1.416666668
12287,12287,13548,89,20,5,9,9,4,27,1,1,1,1
12288,12288,13549,120,19,5,9,9,4,27,1,1,1,1
12330,12330,13591,202,10,56,95,102,23.5,299,6,2,1,1.142857143
12331,12331,13592,195,20.5,68,89,88,17,265,5,1,1,1
12340,12340,13601,201,20.5,12,18,18,6,54,1,2,1,1.416666668
12342,12342,13603,282,20.5,6,9,9,3,27,1,1,1,1
12346,12346,13607,232,20.5,7,11,9,2,29,1,1,1,1
12348,12348,13609,287,20.5,7,9,9,2,27,1,1,1,1
12349,12349,13610,262,15,7,18,18,11,54,1,2,1,1.416666668
12350,12350,13611,188,19,5,9,9,4,27,1,1,1,1
12352,12352,13613,194,6,48,53,51,2,155,3,1,1,1
12360,12360,13621,156,7,0,7,5,0,17,2,1,1,1
12361,12361,13622,53,7,46,52,51,3,154,2,2,1,1.333333333
12372,12372,13633,108,1,0,1,1,0,3,1,1,1,1
12374,12374,13636,74,7,0,1,1,0,3,1,1,1,1
12376,12376,13638,143,9,0,7,7,0,21,3,1,1,1
12378,12378,13640,102,7,0,11,11,0,33,7,1,1,1
12381,12381,13643,199,14,27,48,49,3,143,8.5,2,1,1.090909091
12382,12382,13644,102,12,35,42,46,5,132,5,1,1,1
12534,12534,13796,328,18,1,2,2,1,6,1,1,1,1
12539,12539,13801,315,9,10,20,20,10,60,2,1,1,1
12561,12561,13824,136,3,20,29,23,1,74,3,1,1,1
12564,12564,13827,197,5,4,9,9,5,27,1,1,1,1
12569,12569,13832,103,2,3,4,4,1,12,1,2,1,1.416666668
12574,12574,13837,209,6,3,9,9,6,27,1,1,1,1
12582,12582,13845,160,9,6,7,7,1,21,1,1,1,1
12583,12583,13846,123,5,7,7,7,0,21,1,1,1,1
12584,12584,13847,156,6,13,14,14,1,42,1,2,1,1.416666668
12585,12585,13848,39,3,7,7,7,0,21,1,1,1,1
12586,12586,13849,272,10,11,14,14,3,42,1,2,1,1.416666668
12587,12587,13850,119,9,7,7,7,0,21,1,1,1,1
12588,12588,13851,134,8,7,7,7,0,21,1,1,1,1
12589,12589,13852,71,5,6,7,7,1,21,1,1,1,1
12590,12590,13853,134,11,7,8,7,0,22,1,1,1,1
12591,12591,13854,108,4,7,7,7,0,21,1,1,1,1
12592,12592,13855,232,7,31,35,35,4,105,6,2,1,1.333333333
12593,12593,13856,154,7,5,7,7,2,21,1,1,1,1
12594,12594,13857,65,7,7,7,7,0,21,1,1,1,1
12595,12595,13858,184,8,6,7,7,1,21,1,1,1,1
12596,12596,13859,126,9,7,7,10,0,24,2,1,1,1
12597,12597,13860,133,9,13,14,14,0,42,1,2,1,1.416666668
12598,12598,13861,160,8,6,7,7,1,21,1,1,1,1
12599,12599,13862,153,6,7,7,7,0,21,1,1,1,1
12600,12600,13863,143,5,7,7,7,0,21,1,1,1,1
12601,12601,13864,61,8,7,7,7,0,21,1,1,1,1
12617,12617,13880,123,12,14,14,14,0,42,3,1,1,1
12618,12618,13881,61,4,110.5,133,134.5,22,399.5,8.5,2,1,1.1
12619,12619,13882,188,18,80,87,85,4,257,8.5,2,1,1.307692308
12621,12621,13884,97,14,67,97,103,23.5,294,8.5,1,1,1
12625,12625,13888,165,8,35,49,42,7,133,2,1,1,1
12627,12627,13890,249,13,83,91,92,5,276,8.5,2,1,1.230769231
12629,12629,13892,137,12,63,69,76,2,211,8.5,1,1,1
12633,12633,13896,206,12,34,41,41,5,123,7,2,1,1.3
12634,12634,13897,324,17,95,108,108,10,324,8.5,3,1,1.416666668
12635,12635,13898,207,14,107,126,124,14,374,8.5,3.5,1,1.416666668
12639,12639,13902,105,15,47,61,70,10,191,8.5,2,1,1.1
12642,12642,13905,86,11,56,81,93,23.5,267,7,3,1,1.4
12643,12643,13906,118,11,78,103,103,21,309,8.5,2,1,1.333333333
12645,12645,13908,130,9,55,77,84,14,235,8.5,2,1,1.166666667
12656,12656,13919,138,6,83,103,104,18,310,8.5,3,1,1.416666668
12658,12658,13921,86,10,11,15,14,2,43,3,1,1,1
12660,12660,13923,126,7,48,59,57,8,173,6,1,1,1
12662,12662,13925,178,12,57,66,66,6,198,8.5,2,1,1.25
12664,12664,13927,86,3,23,52,50,23.5,152,2,1,1,1
12665,12665,13928,40,3,20,53,50,23.5,153,2,1,1,1
12697,12697,13960,100,4,0,6,5,0,16,2,1,1,1
12700,12700,13963,47,3,0,8,5,0,18,2,1,1,1
12723,12723,13986,75,10,7,13,13,2,39,5,1,1,1
12724,12724,13987,85,8,0,1,5,0,8,4,1,1,1
12725,12725,13988,84,16,25,29,32,1,91,7,3,1,1.333333333
12726,12726,13989,319,12,105,122,127,15,373,8.5,1,1,1
12727,12727,13990,115,9,0,19,17,0,52,8.5,1,1,1
12728,12728,13991,111,6,58,80,80,22,240,4,1,1,1
12729,12729,13992,58,9,0,6,6,0,17,4,2,1,1.2
12730,12730,13993,175,10,0,11,10,0,30,6,1,1,1
12731,12731,13994,118,8,0,3,5,0,12,4,1,1,1
12732,12732,13995,92,8,33,40,40,7,120,1,1,1,1
12733,12733,13996,222,7,104,125,126,16,376,8.5,2,1,1.1
12746,12746,14009,113,9,0,1,1,0,3,1,1,1,1
12747,12747,14010,56,5,0,1,1,0,3,1,1,1,1
12748,12748,14011,118,10,0,1,1,0,3,1,1,1,1
12749,12749,14012,88,10,0,2,1,0,4,1,1,1,1
12750,12750,14013,92,9,0,1,1,0,3,1,1,1,1
12751,12751,14014,70,6,0,1,1,0,3,1,1,1,1
12752,12752,14015,71,7,0,1,1,0,3,1,1,1,1
12753,12753,14016,98,9,0,1,1,0,3,1,1,1,1
12754,12754,14017,19,4,0,1,1,0,3,1,1,1,1
12755,12755,14018,82,9,0,1,1,0,3,1,1,1,1
12757,12757,14020,47,3,0,1,1,0,3,1,1,1,1
12761,12761,14024,68,4,0,1,1,0,3,1,1,1,1
12783,12783,14047,48,7,0,15,20,0,35,1,1,1,1
12787,12787,14054,155,7,63,83,84,19,250,6,2,1,1.25
12790,12790,14057,21,2,34,38,38,4,114,1,1,1,1
12791,12791,14058,32,4,21,38,38,17,114,1,1,1,1
12792,12792,14059,27,4,37,39,38,1,115,1,1,1,1
12793,12793,14060,38,1,28,30,30,2,90,1,1,1,1
12794,12794,14061,11,1,28,30,50,2,110,2,1,1,1
12795,12795,14062,31,2,31,42,38,7,118,1,1,1,1
12796,12796,14063,22,1,32,45,38,6,121,1,1,1,1
12798,12798,14065,27,6,29,30,30,1,90,1,1,1,1
12799,12799,14066,65,3,26,38,38,12,114,1,1,1,1
12800,12800,14067,27,2,27,39,38,11,115,1,1,1,1
12801,12801,14068,19,1,27,38,38,11,114,1,1,1,1
12802,12802,14069,49,3,21,38,38,17,114,1,1,1,1
12803,12803,14070,41,2,35,38,38,3,114,1,1,1,1
12804,12804,14071,81,2,29,31,30,1,91,1,1,1,1
12805,12805,14072,14,1,27,30,30,3,90,1,1,1,1
12806,12806,14073,27,2,36,39,38,2,115,1,1,1,1
12807,12807,14074,64,1,22,31,30,8,91,1,1,1,1
12808,12808,14075,15,2,28,30,30,2,90,1,1,1,1
12809,12809,14076,39,2,36,38,38,2,114,1,1,1,1
12810,12810,14077,12,2,22,39,38,16,115,1,1,1,1
12811,12811,14078,14,1,29,31,30,1,91,1,1,1,1
12812,12812,14079,36,1,28,30,30,2,90,1,1,1,1
12813,12813,14080,17,1,29,30,30,1,90,1,1,1,1
12815,12815,14082,59,2,37,40,38,1,116,1,1,1,1
12816,12816,14083,49,1,28,30,30,2,90,1,1,1,1
12817,12817,14084,45,7,28,30,30,2,90,1,1,1,1
12818,12818,14085,38,5,28,30,30,2,90,1,1,1,1
12819,12819,14086,33,5,27,38,38,11,114,1,1,1,1
12820,12820,14087,59,4,26,38,38,12,114,1,1,1,1
12822,12822,14089,20,1,29,30,30,1,90,1,1,1,1
12823,12823,14090,22,2,38,38,38,0,114,1,1,1,1
12824,12824,14091,33,2,28,30,30,2,90,1,1,1,1
12825,12825,14092,37,2,23,40,38,15,116,1,1,1,1
12826,12826,14093,45,5,23,39,38,15,115,1,1,1,1
12828,12828,14095,52,1,30,35,55,5,125,2,2,1,1.333333333
12829,12829,14096,107,6,3,17,17,1,51,1,1,1,1
12830,12830,14097,366,20,21,29,30,8,89,1,1,1,1
12831,12831,14098,57,4,27,51,42,13,135,2,1,1,1
12832,12832,14099,341,9,72,106,93,15,293,4,1,1,1
12837,12837,14112,174,20.5,24,48,50,23.5,148,3,1,1,1
12846,12846,14121,98,6,6,9,9,3,27,1,1,1,1
12852,12852,14127,158,7,33,50,41,3,132,5,1,1,1
12853,12853,14128,215,12,19,62,56,23.5,174,4,1,1,1
12856,12856,14131,152,9,30,55,56,16,167,4,1,1,1
12865,12865,14140,180,10,29,52,56,14,165,4,1,1,1
12870,12870,14145,52,4,21,43,41,9,125,5,1,1,1
12871,12871,14146,99,3,19,38,36,7,110,4,1,1,1
12880,12880,14155,130,8,7,13,13,6,39,2,1,1,1
12881,12881,14156,200,10,11,19,28,6,66,2,2,1,1.333333333
12882,12882,14157,80,2,22,35,33,11,101,6,1,1,1
12883,12883,14158,92,2,22,32,33,9,98,6,1,1,1
12887,12887,14162,110,5,34,44,41,6,126,2,1,1,1
12888,12888,14163,97,3,28,44,42,14,128,7,1,1,1
12890,12890,14165,104,6,0,1,1,0,3,1,1,1,1
12893,12893,14168,55,4,20,24,24,4,72,1,2,1,1.416666668
12894,12894,14169,149,7,22,25,24,2,73,1,2,1,1.416666668
12916,12916,14191,46,4,5,9,9,4,27,1,1,1,1
12925,12925,14200,63,5,41,54,54,13,162,3,2,1,1.4
12932,12932,14207,65,2,12,22,20,6,63,1,1,1,1
12933,12933,14208,73,2,9,20,20,9,60,1,1,1,1
12934,12934,14209,79,2,9,26,20,9,69,1,1,1,1
12935,12935,14210,41,2,14,21,21,4,62,1,1,1,1
12936,12936,14211,82,2,12,21,20,7,61,1,1,1,1
12937,12937,14212,54,2,9,21,20,9,62,1,1,1,1
12938,12938,14213,98,2,9,21,20,9,61,1,1,1,1
12943,12943,14218,200,8,12,20,20,3,60,1,1,1,1
12944,12944,14219,180,9,13,19,20,2,60,1,1,1,1
12946,12946,14221,187,17,6,6,6,0,18,1,1,1,1
12952,12952,14227,190,15,20,40,40,20,120,2,1,1,1
12956,12956,14231,41,3,12,20,20,8,60,1,1,1,1
13029,13029,14304,222,13,18,20,21,2,61,2,1,1,1
13034,13034,14309,225,20.5,19,30,30,11,90,2,1,1,1
13037,13037,14312,273,9,15,22,31,5,73,3,1,1,1
13052,13052,14327,294,12,3,20,20,17,60,1,1,1,1
13085,13085,14360,114,4,17,20,20,3,60,1,1,1,1
13086,13086,14361,429,16,18,20,30,2,70,2,1,1,1
13087,13087,14362,97,4,35,43,42,7,127,3,2,1,1.4
13104,13104,14380,223,2,30,46,47,16,140,4,1,1,1
13105,13105,14381,176,3,31,50,51,19,152,4,2,1,1.2
13144,13144,14420,396,1,15,24,23,8,70,2,1,1,1
13152,13152,14428,326,4,58,76,78,17,232,7,1,1,1
13165,13165,14441,356,6,16,38,49,13,127,4,1,1,1
13173,13173,14449,398,6,67,92,92,23.5,276,8.5,1,1,1
13179,13179,14455,301,3,73,91,92,16,274,8.5,2,1,1.375
13192,13192,14468,384,5,69,83,84,14,251,8.5,1,1,1
13198,13198,14474,430,6,52,79,84,23.5,247,8,1,1,1
13200,13200,14476,208,1,0,1,1,0,2,1,1,1,1
13203,13203,14479,238,4,65,75,75,10,225,7,1,1,1
13219,13219,14495,336,7,50,52,52,2,156,3,1,1,1
13227,13227,14503,391,5,67,111,110,23.5,316,8.5,2,1,1.090909091
13238,13238,14514,406,5,15,20,20,5,60,1,1,1,1
13240,13240,14516,430,5,60,84,84,23.5,252,8.5,1,1,1
13247,13247,14523,430,4,18,22,20,2,62,1,1,1,1
13248,13248,14524,397,3,109,130,129,20,388,8.5,3,1,1.25
13264,13264,14540,193,5,9,11,11,2,33,2,2,1,1.333333333
13265,13265,14541,430,14,1,2,2,1,6,1,1,1,1
13266,13266,14542,225,13,10,12,14,0,40,2,2,1,1.416666668
13269,13269,14545,157,9,52,69,67,15,203,4,1,1,1
13270,13270,14546,197,13,6,7,7,1,21,2,1,1,1
13273,13273,14549,430,18,2,4,4,2,12,1,2,1,1.416666668
13274,13274,14550,230,9,7,8,7,0,22,2,1,1,1
13276,13276,14552,293,6,110.5,120,120,9,360,8.5,2,1,1.25
13279,13279,14555,430,7,81,94,94,13,282,8.5,1,1,1
13284,13284,14560,307,7,60,76,76,16,228,8,1,1,1
13285,13285,14561,393,4,66,84,84,18,252,8.5,1,1,1
13288,13288,14564,317,5,100,110,110,10,330,8.5,3,1,1.25
13289,13289,14565,430,7,91,102,103,10,308,8.5,2,1,1.090909091
13290,13290,14566,233,4,74,84,94,10,272,8.5,1,1,1
13291,13291,14567,316,7,73,94,93,20,280,8.5,2,1,1.1
13292,13292,14568,289,6,67,81,81,14,243,8,1,1,1
13295,13295,14571,331,5,29,50,54,21,158,5,1,1,1
13296,13296,14572,325,6,57,79,83,22,245,8,2,1,1.111111111
13297,13297,14573,430,6,59,89,89,23.5,267,7,2,1,1.222222222
13298,13298,14574,430,6,107,128,134.5,21,393,8.5,3.5,1,1.416666668
13299,13299,14575,321,3,63,84,84,21,252,8.5,1,1,1
13300,13300,14576,273,3,100,115,118,14,351,8.5,3.5,1,1.416666668
13301,13301,14577,409,5,67,94,94,23.5,282,8.5,1,1,1
13304,13304,14580,232,6,76,97,102,21,301,8.5,2,1,1.090909091
13306,13306,14582,403,7,47,57,57,10,171,7,1,1,1
13307,13307,14583,390,9,90,102,104,12,310,8.5,2,1,1.090909091
13308,13308,14584,429,3,64,94,94,15,267,8.5,1,1,1
13311,13311,14587,384,7,66,85,85,19,255,8.5,1,1,1
13314,13314,14590,343,6,90,104,109,14,321,8.5,2,1,1.25
13316,13316,14592,423,3,79,94,94,15,282,8.5,1,1,1
13323,13323,14599,385,4,30,40,40,7,120,3,1,1,1
13328,13328,14604,430,2,48,60,57,6,174,3,1,1,1
13334,13334,14610,430,4,39,61,67,16,195,4,1,1,1
13339,13339,14615,177,7,14,20,20,5,60,1,1,1,1
13342,13342,14618,266,6,66,75,80,8,235,8,1,1,1
13352,13352,14628,166,5,9,14,14,3,42,3,2,1,1.4
13353,13353,14629,289,15,1,2,2,1,6,1,1,1,1
13354,13354,14630,331,11,5,7,7,1,21,2,1,1,1
13362,13362,14638,385,20.5,9,13,18,1,43,4,1,1,1
13371,13371,14647,188,16,6,7,6,0,19,1,1,1,1
13374,13374,14650,197,20.5,6,6,6,0,18,1,1,1,1
13375,13375,14651,296,20.5,21,49,51,23.5,149,4,1,1,1
13376,13376,14652,296,20.5,0,2,2,0,6,1,1,1,1
13379,13379,14655,100,10,3,4,4,1,12,1,2,1,1.416666668
13380,13380,14656,257,20.5,10,13,14,0,39,3,2,1,1.25
13381,13381,14657,277,20,7,12,16,3,40,4,1,1,1
13382,13382,14658,360,20.5,8,10,16,2,39,4,1,1,1
13384,13384,14660,113,10,17,35,37,18,108,4,1,1,1
13386,13386,14662,197,20,6,12,18,4,44,4,2,1,1.2
13389,13389,14665,248,12,1,2,2,1,6,1,1,1,1
13391,13391,14667,113,4,30,47,49,17,143,5,1,1,1
13392,13392,14668,67,9,4,6,6,2,18,1,1,1,1
13393,13393,14669,96,14,5,8,6,1,20,1,1,1,1
13394,13394,14670,32,4,6,6,6,0,18,1,1,1,1
13396,13396,14672,33,1,6,8,6,0,20,1,1,1,1
13397,13397,14673,117,4,51,54,54,3,162,2,2,1,1.333333333
13403,13403,14679,316,4,7,8,8,1,24,1,2,1,1.416666668
13405,13405,14681,175,6,25,56,55,23.5,166,8.5,3,1,1.272727273
13407,13407,14683,55,4,61,71,66,5,203,3,2,1,1.416666668
13427,13427,14703,380,16,31,39,37,3,113,2,1,1,1
13429,13429,14705,54,8,51,84,84,23.5,251,4,3,1,1.416666668
13455,13455,14731,209,9,107,128,126,17,380,8.5,2,1,1.166666667
13457,13457,14733,318,8,58,65,65,6,195,8,2,1,1.111111111
13469,13469,14745,213,8,26,32,32,6,96,3,2,1,1.25
13473,13473,14749,79,7,34,53,49,15,151,4,3,1,1.416666668
13475,13475,14751,65,10,20,32,32,12,96,3,2,1,1.25
13477,13477,14753,74,6,19,27,36,7,89,2,2,1,1.416666668
13480,13480,14756,89,9,7,12,34,3,56,3,2,1,1.25
13481,13481,14757,60,9,9,10,10,1,30,1,1,1,1
13482,13482,14758,38,5,13,19,18,5,55,2,1,1,1
13485,13485,14761,86,8,17,18,18,1,54,2,1,1,1
13487,13487,14763,89,6,44,48,48,4,144,3,2,1,1.416666668
13488,13488,14764,61,3,9,10,16,1,36,2,1,1,1
13489,13489,14765,93,8,17,27,24,7,75,3,1,1,1
13490,13490,14766,58,8,8,11,10,2,31,1,1,1,1
13492,13492,14768,72,4,9,10,16,1,36,2,1,1,1
13494,13494,14770,149,7,8,17,36,2,71,2,2,1,1.416666668
13495,13495,14771,121,7,23,36,50,12,121,4,2,1,1.333333333
13496,13496,14772,81,4,15,27,36,11,89,2,2,1,1.416666668
13497,13497,14773,105,10,15,18,18,3,54,2,1,1,1
13499,13499,14775,52,2,5,10,10,5,30,1,1,1,1
13500,13500,14776,109,8,21,35,38,11,105,3,2,1,1.4
13501,13501,14777,57,8,10,10,16,0,36,2,1,1,1
13503,13503,14779,71,7,38,48,48,10,144,3,2,1,1.416666668
13504,13504,14780,66,5,20,32,30,10,92,3,2,1,1.25
13505,13505,14781,28,7,8,11,10,2,31,1,1,1,1
13506,13506,14782,65,7,10,17,26,6,59,2,2,1,1.333333333
13510,13510,14786,109,9,7,16,34,9,66,3,2,1,1.25
13511,13511,14787,60,6,4,14,10,6,34,1,1,1,1
13512,13512,14788,103,7,34,42,40,6,122,3,2,1,1.4
13515,13515,14791,80,8,18,24,24,6,72,3,1,1,1
13516,13516,14792,52,6,10,18,18,8,54,2,1,1,1
13519,13519,14795,80,7,6,10,10,4,30,1,1,1,1
13521,13521,14797,167,8,32,38,38,6,114,3,2,1,1.4
13522,13522,14798,74,6,6,10,20,4,40,1,2,1,1.416666668
13524,13524,14800,31,7,7,10,10,3,30,1,1,1,1
13526,13526,14802,124,12,21,30,37,7,95,3,2,1,1.25
13528,13528,14804,92,8,8,17,16,8,49,2,1,1,1
13531,13531,14807,75,6,11,21,18,7,57,2,1,1,1
13532,13532,14808,75,5,7,10,10,3,30,1,1,1,1
13533,13533,14809,83,8,15,22,20,5,62,1,2,1,1.416666668
13534,13534,14810,89,9,13,17,16,3,49,2,1,1,1
13535,13535,14811,60,5,12,18,24,6,60,3,1,1,1
13536,13536,14812,48,2,33,37,36,3,109,2,2,1,1.416666668
13537,13537,14813,107,7,27,32,32,5,96,3,2,1,1.25
13538,13538,14814,49,9,21,24,24,3,72,3,1,1,1
13539,13539,14815,80,5,10,10,10,0,30,1,1,1,1
13540,13540,14816,64,5,30,43,42,12,127,3,2,1,1.4
13541,13541,14817,92,4,7,10,10,3,30,1,1,1,1
13542,13542,14818,53,8,14,16,16,2,48,2,1,1,1
13543,13543,14819,95,3,25,36,48,2,121,4,1,1,1
13582,13582,14858,115,4,4,4,4,0,12,1,1,1,1
13583,13583,14859,116,4,9,11,17,0,37,4,1,1,1
13588,13588,14866,68,6,73,89,85,12,259,3,1,1,1
13590,13590,14868,174,3,60,80,78,16,236,3,1,1,1
13591,13591,14869,85,4,4,4,4,0,12,1,1,1,1
13592,13592,14870,169,3,12,12,12,0,36,3,1,1,1
13593,13593,14871,66,8,28,30,30,2,90,1,1,1,1
13594,13594,14872,174,3,49,58,58,9,174,2,2,1,1.416666668
13596,13596,14874,76,3,4,4,4,0,12,1,1,1,1
13597,13597,14875,44,1,27,30,30,3,90,1,1,1,1
13598,13598,14876,99,3,9,9,9,0,27,1,1,1,1
13600,13600,14878,45,3,9,9,9,0,27,1,1,1,1
13626,13626,14904,173,6,0,3,3,0,9,1,1,1,1
13627,13627,14905,61,3,0,11,8,0,27,2,1,1,1
13629,13629,14907,152,20,0,16,8,0,32,2,1,1,1
13630,13630,14908,193,17,0,14,8,0,30,2,1,1,1
13631,13631,14909,165,15,0,11,8,0,27,2,1,1,1
13632,13632,14910,171,20.5,0,17,8,0,33,2,1,1,1
13633,13633,14911,342,20.5,0,21,8,0,37,2,2,1,1.333333333
13638,13638,14916,37,1,0,11,4,0,19,1,1,1,1
13655,13655,14933,284,6,29,30,30,1,90,1,1,1,1
13660,13660,14938,75,3,90,125,122,23.5,369,4,1,1,1
13664,13664,14943,60,17,0,6,3,0,12,1,1,1,1
13665,13665,14944,33,1,0,4,2,0,8,1,1,1,1
13669,13669,14948,132,8,110.5,120,123,7,366,3,1,1,1
13672,13672,14951,174,14,110.5,133,134.5,11,399.5,3,1,1,1
13678,13678,14957,48,3,65,72,70,5,212,1,1,1,1
13679,13679,14958,152,3,60,67,67,7,201,2,1,1,1
13680,13680,14959,206,1,75,100,107,22,305,4,1,1,1
13682,13682,14961,218,7,96,103,110,14,323,3,1,1,1
13686,13686,14965,135,2,81,62,105,8,256,4,2,1,1.2
13687,13687,14966,163,8,110.5,132,134.5,16,399.5,5,1,1,1
13688,13688,14967,115,2,110.5,128,120,5,368,2,2,1,1.333333333
13690,13690,14969,112,2,110.5,133,134.5,23.5,399.5,4,1,1,1
13691,13691,14970,207,9,110.5,133,134.5,23,399.5,5,1,1,1
13699,13699,14978,76,2,83,92,92,8,279,2,2,1,1.333333333
13705,13705,14984,58,1,67,70,70,3,210,2,1,1,1
13707,13707,14986,116,2,45,61,62,17,186,2,1,1,1
13708,13708,14987,185,5,110.5,127,127,10,384,3,2,1,1.25
13710,13710,14989,93,1,68,97,97,23.5,292,3,1,1,1
13711,13711,14990,115,2,55,60,60,5,180,1,2,1,1.416666668
13712,13712,14991,134,1,110.5,133,134.5,14,399.5,4,1,1,1
13714,13714,14993,285,2,110.5,133,134.5,20,399.5,4,1,1,1
13717,13717,14996,100,6,95,132,134.5,23,399.5,3,2,1,1.25
13719,13719,14998,38,1,0,3,2,0,7,1,1,1,1
13721,13721,15000,113,9,69,70,70,1,210,1,1,1,1
13727,13727,15006,195,12,110.5,129,125,8,379,4,1,1,1
13728,13728,15007,154,8,110.5,133,134.5,11,399.5,5,1,1,1
13734,13734,15013,85,2,68,97,97,23.5,292,3,1,1,1
13735,13735,15014,100,3,87,98,107,10,304,4,1,1,1
